Time,Gascooler_Valve_System.HPValve.vleFluidB.d,Gascooler_Valve_System.HPValve.vleFluidB.h,Gascooler_Valve_System.HPValve.vleFluidB.p,Gascooler_Valve_System.HPValve.vleFluidB.s,Gascooler_Valve_System.HPValve.vleFluidB.T,Gascooler_Valve_System.HPValve.vleFluidB.M,Gascooler_Valve_System.HPValve.vleFluidB.q,Gascooler_Valve_System.HPValve.vleFluidB.cp,Gascooler_Valve_System.HPValve.vleFluidB.cv,Gascooler_Valve_System.HPValve.vleFluidA.d,Gascooler_Valve_System.HPValve.vleFluidA.h,Gascooler_Valve_System.HPValve.vleFluidA.p,Gascooler_Valve_System.HPValve.vleFluidA.s,Gascooler_Valve_System.HPValve.vleFluidA.T,Gascooler_Valve_System.HPValve.vleFluidA.M,Gascooler_Valve_System.HPValve.vleFluidA.q,Gascooler_Valve_System.HPValve.vleFluidA.cp,Gascooler_Valve_System.HPValve.vleFluidA.cv,Gascooler_Valve_System.HPValve.vleFluidA.w,Gascooler_Valve_System.HPValve.vleFluidA.kappa,Gascooler_Valve_System.HPValve.vleFluidA.beta,Gascooler_Valve_System.HPValve.vleFluidB.beta,Gascooler_Valve_System.HPValve.vleFluidB.kappa,Gascooler_Valve_System.HPValve.vleFluidB.w,Gascooler_Valve_System.HPValve.vleFluidB.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidB.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidB.gamma,Gascooler_Valve_System.HPValve.vleFluidA.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidA.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidA.gamma
6.62,413.84,350000,7.67035e+006,1489.64,306.033,0.0440098,1,58418.7,1465.41,251.734,411384,7.7e+006,1688.56,312.636,0.0440098,1,4034.08,1000.92,208.416,3.68588e-007,0.0300033,0.504316,3.30234e-006,170.793,-0.00357259,4.29143e-005,39.8652,-0.00187226,3.04592e-005,4.03036
6.64,413.828,350000,7.67006e+006,1489.65,306.031,0.0440098,1,58461.4,1465.6,251.933,411278,7.7e+006,1688.22,312.609,0.0440098,1,4044.62,1001.41,208.352,3.69304e-007,0.0300954,0.504688,3.30483e-006,170.782,-0.00357251,4.29187e-005,39.8891,-0.00187459,3.04767e-005,4.03892
6.66,413.815,350000,7.66976e+006,1489.65,306.029,0.0440098,1,58504.8,1465.79,252.132,411171,7.7e+006,1687.88,312.583,0.0440098,1,4055.21,1001.9,208.289,3.70024e-007,0.0301878,0.505067,3.30737e-006,170.771,-0.00357243,4.29231e-005,39.9134,-0.00187693,3.04941e-005,4.04752
6.68,413.802,350000,7.66946e+006,1489.65,306.027,0.0440098,1,58549,1465.99,252.332,411065,7.7e+006,1687.54,312.557,0.0440098,1,4065.84,1002.39,208.225,3.70746e-007,0.0302806,0.505452,3.30995e-006,170.76,-0.00357235,4.29276e-005,39.9381,-0.00187926,3.05116e-005,4.05615
6.7,413.789,350000,7.66916e+006,1489.65,306.025,0.0440098,1,58593.9,1466.2,252.532,410959,7.7e+006,1687.2,312.531,0.0440098,1,4076.52,1002.88,208.161,3.7147e-007,0.0303739,0.505844,3.31257e-006,170.749,-0.00357226,4.29322e-005,39.9632,-0.0018816,3.0529e-005,4.06481
6.72,413.776,350000,7.66885e+006,1489.66,306.023,0.0440098,1,58639.6,1466.4,252.732,410853,7.7e+006,1686.86,312.505,0.0440098,1,4087.24,1003.37,208.098,3.72198e-007,0.0304675,0.506243,3.31524e-006,170.738,-0.00357218,4.29369e-005,39.9888,-0.00188393,3.05465e-005,4.0735
6.74,413.762,350000,7.66853e+006,1489.66,306.021,0.0440098,1,58686.2,1466.61,252.932,410747,7.7e+006,1686.52,312.479,0.0440098,1,4098.01,1003.86,208.034,3.72928e-007,0.0305614,0.506649,3.31796e-006,170.726,-0.00357209,4.29417e-005,40.0148,-0.00188627,3.0564e-005,4.08223
6.76,413.748,350000,7.66821e+006,1489.66,306.019,0.0440098,1,58733.5,1466.82,253.132,410641,7.7e+006,1686.18,312.453,0.0440098,1,4108.82,1004.36,207.971,3.73661e-007,0.0306558,0.507062,3.32073e-006,170.714,-0.003572,4.29465e-005,40.0413,-0.00188861,3.05814e-005,4.09099
6.78,413.734,350000,7.66789e+006,1489.66,306.017,0.0440098,1,58781.7,1467.04,253.332,410535,7.7e+006,1685.84,312.427,0.0440098,1,4119.68,1004.85,207.907,3.74397e-007,0.0307506,0.507483,3.32354e-006,170.702,-0.00357191,4.29514e-005,40.0682,-0.00189095,3.05989e-005,4.09978
6.8,413.72,350000,7.66756e+006,1489.67,306.015,0.0440098,1,58830.8,1467.26,253.533,410429,7.7e+006,1685.5,312.401,0.0440098,1,4130.58,1005.35,207.844,3.75135e-007,0.0308458,0.507911,3.32641e-006,170.69,-0.00357182,4.29564e-005,40.0956,-0.0018933,3.06164e-005,4.10861
6.82,413.706,350000,7.66722e+006,1489.67,306.013,0.0440098,1,58880.8,1467.49,253.733,410323,7.7e+006,1685.17,312.376,0.0440098,1,4141.54,1005.84,207.78,3.75877e-007,0.0309414,0.508347,3.32933e-006,170.677,-0.00357173,4.29615e-005,40.1236,-0.00189564,3.06338e-005,4.11748
6.84,413.691,350000,7.66688e+006,1489.67,306.011,0.0440098,1,58931.7,1467.71,253.934,410217,7.7e+006,1684.83,312.35,0.0440098,1,4152.53,1006.34,207.717,3.76621e-007,0.0310374,0.508791,3.3323e-006,170.665,-0.00357163,4.29667e-005,40.152,-0.00189799,3.06513e-005,4.12638
6.86,413.676,350000,7.66653e+006,1489.67,306.008,0.0440098,1,58983.5,1467.95,254.135,410111,7.7e+006,1684.49,312.325,0.0440098,1,4163.58,1006.84,207.653,3.77368e-007,0.0311337,0.509243,3.33533e-006,170.652,-0.00357154,4.29719e-005,40.181,-0.00190033,3.06688e-005,4.13531
6.88,413.661,350000,7.66618e+006,1489.68,306.006,0.0440098,1,59036.3,1468.18,254.337,410005,7.7e+006,1684.15,312.299,0.0440098,1,4174.67,1007.34,207.59,3.78118e-007,0.0312305,0.509704,3.33841e-006,170.639,-0.00357144,4.29773e-005,40.2104,-0.00190268,3.06862e-005,4.14427
6.9,413.645,350000,7.66582e+006,1489.68,306.004,0.0440098,1,59090.1,1468.42,254.538,409899,7.7e+006,1683.81,312.274,0.0440098,1,4185.82,1007.83,207.527,3.7887e-007,0.0313277,0.510173,3.34155e-006,170.625,-0.00357134,4.29827e-005,40.2405,-0.00190503,3.07037e-005,4.15328
6.92,413.63,350000,7.66545e+006,1489.68,306.002,0.0440098,1,59144.9,1468.67,254.739,409794,7.7e+006,1683.47,312.249,0.0440098,1,4197.01,1008.33,207.463,3.79626e-007,0.0314254,0.510651,3.34475e-006,170.612,-0.00357124,4.29883e-005,40.2711,-0.00190738,3.07212e-005,4.16231
6.94,413.614,350000,7.66508e+006,1489.69,305.999,0.0440098,1,59200.7,1468.92,254.941,409688,7.7e+006,1683.13,312.224,0.0440098,1,4208.24,1008.84,207.4,3.80384e-007,0.0315234,0.511138,3.34801e-006,170.598,-0.00357113,4.29939e-005,40.3022,-0.00190973,3.07387e-005,4.17139
6.96,413.598,350000,7.6647e+006,1489.69,305.997,0.0440098,1,59257.6,1469.17,255.143,409582,7.7e+006,1682.79,312.199,0.0440098,1,4219.53,1009.34,207.337,3.81146e-007,0.0316218,0.511634,3.35133e-006,170.584,-0.00357103,4.29997e-005,40.334,-0.00191208,3.07561e-005,4.18049
6.98,413.581,350000,7.66432e+006,1489.69,305.994,0.0440098,1,59315.6,1469.43,255.345,409477,7.7e+006,1682.46,312.174,0.0440098,1,4230.86,1009.84,207.274,3.8191e-007,0.0317207,0.51214,3.35472e-006,170.57,-0.00357092,4.30055e-005,40.3664,-0.00191444,3.07736e-005,4.18964
7,413.564,350000,7.66393e+006,1489.69,305.992,0.0440098,1,59374.8,1469.7,255.547,409371,7.7e+006,1682.12,312.149,0.0440098,1,4242.25,1010.34,207.211,3.82677e-007,0.03182,0.512656,3.35817e-006,170.555,-0.00357081,4.30115e-005,40.3994,-0.00191679,3.07911e-005,4.19882
7.02,413.547,350000,7.66353e+006,1489.7,305.989,0.0440098,1,59435.1,1469.96,255.749,409266,7.7e+006,1681.78,312.124,0.0440098,1,4253.68,1010.85,207.147,3.83448e-007,0.0319197,0.513182,3.36169e-006,170.54,-0.0035707,4.30175e-005,40.433,-0.00191915,3.08086e-005,4.20803
7.04,413.53,350000,7.66312e+006,1489.7,305.987,0.0440098,1,59496.5,1470.24,255.952,409160,7.7e+006,1681.44,312.099,0.0440098,1,4265.17,1011.35,207.084,3.84221e-007,0.0320198,0.513718,3.36528e-006,170.525,-0.00357059,4.30237e-005,40.4673,-0.0019215,3.08261e-005,4.21729
7.06,413.512,350000,7.66271e+006,1489.7,305.984,0.0440098,1,59559.2,1470.52,256.154,409055,7.7e+006,1681.11,312.075,0.0440098,1,4276.7,1011.86,207.021,3.84997e-007,0.0321204,0.514265,3.36894e-006,170.51,-0.00357047,4.303e-005,40.5022,-0.00192386,3.08436e-005,4.22658
7.08,413.494,350000,7.66229e+006,1489.71,305.982,0.0440098,1,59623.2,1470.8,256.357,408950,7.7e+006,1680.77,312.05,0.0440098,1,4288.28,1012.37,206.958,3.85776e-007,0.0322214,0.514822,3.37267e-006,170.494,-0.00357035,4.30364e-005,40.5379,-0.00192622,3.0861e-005,4.2359
7.1,413.475,350000,7.66186e+006,1489.71,305.979,0.0440098,1,59688.4,1471.09,256.56,408844,7.7e+006,1680.43,312.025,0.0440098,1,4299.92,1012.87,206.895,3.86558e-007,0.0323229,0.515391,3.37647e-006,170.478,-0.00357023,4.3043e-005,40.5742,-0.00192858,3.08785e-005,4.24526
7.12,413.457,350000,7.66143e+006,1489.71,305.976,0.0440098,1,59755,1471.39,256.763,408739,7.7e+006,1680.09,312.001,0.0440098,1,4311.6,1013.38,206.832,3.87344e-007,0.0324247,0.515972,3.38036e-006,170.462,-0.00357011,4.30496e-005,40.6113,-0.00193095,3.0896e-005,4.25466
7.14,413.438,350000,7.66098e+006,1489.72,305.973,0.0440098,1,59823,1471.69,256.966,408634,7.7e+006,1679.76,311.977,0.0440098,1,4323.34,1013.89,206.769,3.88132e-007,0.032527,0.516564,3.38432e-006,170.445,-0.00356998,4.30564e-005,40.6492,-0.00193331,3.09135e-005,4.2641
7.16,413.418,350000,7.66053e+006,1489.72,305.97,0.0440098,1,59892.3,1472,257.17,408529,7.7e+006,1679.42,311.952,0.0440098,1,4335.12,1014.4,206.706,3.88923e-007,0.0326298,0.517169,3.38837e-006,170.428,-0.00356986,4.30633e-005,40.6878,-0.00193568,3.0931e-005,4.27357
7.18,413.398,350000,7.66007e+006,1489.73,305.967,0.0440098,1,59963.1,1472.31,257.374,408424,7.7e+006,1679.08,311.928,0.0440098,1,4346.96,1014.91,206.643,3.89718e-007,0.032733,0.517786,3.3925e-006,170.411,-0.00356973,4.30703e-005,40.7272,-0.00193804,3.09485e-005,4.28309
7.2,413.378,350000,7.65961e+006,1489.73,305.965,0.0440098,1,60035.4,1472.63,257.577,408318,7.7e+006,1678.74,311.904,0.0440098,1,4358.85,1015.43,206.58,3.90515e-007,0.0328366,0.518416,3.39671e-006,170.394,-0.00356959,4.30775e-005,40.7675,-0.00194041,3.0966e-005,4.29264
7.22,413.358,350000,7.65913e+006,1489.73,305.961,0.0440098,1,60109.2,1472.96,257.781,408213,7.7e+006,1678.41,311.88,0.0440098,1,4370.8,1015.94,206.518,3.91316e-007,0.0329407,0.519059,3.40102e-006,170.376,-0.00356946,4.30849e-005,40.8085,-0.00194278,3.09835e-005,4.30223
7.24,413.337,350000,7.65864e+006,1489.74,305.958,0.0440098,1,60184.5,1473.29,257.985,408108,7.7e+006,1678.07,311.856,0.0440098,1,4382.79,1016.45,206.455,3.9212e-007,0.0330453,0.519716,3.40541e-006,170.358,-0.00356932,4.30923e-005,40.8505,-0.00194515,3.1001e-005,4.31185
7.26,413.315,350000,7.65815e+006,1489.74,305.955,0.0440098,1,60261.6,1473.63,258.19,408003,7.7e+006,1677.73,311.832,0.0440098,1,4394.84,1016.97,206.392,3.92927e-007,0.0331502,0.520388,3.4099e-006,170.339,-0.00356918,4.30999e-005,40.8933,-0.00194752,3.10185e-005,4.32152
7.28,413.294,350000,7.65764e+006,1489.74,305.952,0.0440098,1,60340.2,1473.98,258.394,407899,7.7e+006,1677.4,311.808,0.0440098,1,4406.94,1017.48,206.329,3.93737e-007,0.0332557,0.521074,3.41449e-006,170.32,-0.00356903,4.31077e-005,40.9371,-0.0019499,3.1036e-005,4.33122
7.3,413.271,350000,7.65713e+006,1489.75,305.949,0.0440098,1,60420.7,1474.33,258.599,407794,7.7e+006,1677.06,311.784,0.0440098,1,4419.1,1018,206.266,3.9455e-007,0.0333616,0.521774,3.41918e-006,170.301,-0.00356889,4.31156e-005,40.9818,-0.00195227,3.10535e-005,4.34096
7.32,413.249,350000,7.6566e+006,1489.75,305.945,0.0440098,1,60502.9,1474.69,258.804,407689,7.7e+006,1676.73,311.761,0.0440098,1,4431.31,1018.52,206.204,3.95367e-007,0.033468,0.522491,3.42397e-006,170.281,-0.00356874,4.31237e-005,41.0275,-0.00195465,3.1071e-005,4.35075
7.34,413.226,350000,7.65607e+006,1489.76,305.942,0.0440098,1,60586.9,1475.06,259.009,407584,7.7e+006,1676.39,311.737,0.0440098,1,4443.57,1019.04,206.141,3.96187e-007,0.0335748,0.523223,3.42887e-006,170.261,-0.00356858,4.3132e-005,41.0742,-0.00195702,3.10885e-005,4.36057
7.36,413.202,350000,7.65552e+006,1489.76,305.939,0.0440098,1,60672.8,1475.44,259.214,407479,7.7e+006,1676.05,311.714,0.0440098,1,4455.89,1019.55,206.078,3.9701e-007,0.0336821,0.523972,3.43388e-006,170.24,-0.00356842,4.31404e-005,41.1219,-0.0019594,3.1106e-005,4.37043
7.38,413.178,350000,7.65497e+006,1489.77,305.935,0.0440098,1,60760.7,1475.82,259.419,407375,7.7e+006,1675.72,311.69,0.0440098,1,4468.26,1020.08,206.016,3.97836e-007,0.0337899,0.524738,3.439e-006,170.22,-0.00356826,4.3149e-005,41.1707,-0.00196178,3.11235e-005,4.38033
7.4,413.154,350000,7.6544e+006,1489.77,305.931,0.0440098,1,60850.6,1476.22,259.625,407270,7.7e+006,1675.38,311.667,0.0440098,1,4480.69,1020.6,205.953,3.98666e-007,0.0338982,0.525521,3.44424e-006,170.198,-0.0035681,4.31578e-005,41.2207,-0.00196416,3.1141e-005,4.39027
7.42,413.129,350000,7.65382e+006,1489.77,305.928,0.0440098,1,60942.6,1476.62,259.83,407165,7.7e+006,1675.05,311.643,0.0440098,1,4493.18,1021.12,205.89,3.99498e-007,0.0340069,0.526322,3.4496e-006,170.176,-0.00356793,4.31668e-005,41.2717,-0.00196654,3.11585e-005,4.40025
7.44,413.103,350000,7.65323e+006,1489.78,305.924,0.0440098,1,61036.7,1477.03,260.036,407061,7.7e+006,1674.71,311.62,0.0440098,1,4505.71,1021.64,205.828,4.00335e-007,0.0341161,0.527142,3.45508e-006,170.154,-0.00356776,4.31759e-005,41.324,-0.00196893,3.11761e-005,4.41027
7.46,413.077,350000,7.65263e+006,1489.78,305.92,0.0440098,1,61133,1477.45,260.242,406956,7.7e+006,1674.37,311.597,0.0440098,1,4518.31,1022.16,205.765,4.01174e-007,0.0342258,0.527982,3.4607e-006,170.131,-0.00356759,4.31853e-005,41.3774,-0.00197131,3.11936e-005,4.42034
7.48,413.051,350000,7.65202e+006,1489.79,305.916,0.0440098,1,61231.6,1477.88,260.448,406851,7.7e+006,1674.04,311.574,0.0440098,1,4530.96,1022.69,205.703,4.02017e-007,0.034336,0.528841,3.46644e-006,170.108,-0.00356741,4.31949e-005,41.4321,-0.0019737,3.12111e-005,4.43044
7.5,413.024,350000,7.65139e+006,1489.79,305.912,0.0440098,1,61332.6,1478.32,260.655,406747,7.7e+006,1673.7,311.551,0.0440098,1,4543.67,1023.21,205.64,4.02863e-007,0.0344466,0.529721,3.47233e-006,170.084,-0.00356722,4.32046e-005,41.4881,-0.00197608,3.12286e-005,4.44058
7.52,412.996,350000,7.65075e+006,1489.8,305.908,0.0440098,1,61436.1,1478.77,260.861,406643,7.7e+006,1673.37,311.528,0.0440098,1,4556.44,1023.74,205.578,4.03713e-007,0.0345578,0.530622,3.47835e-006,170.06,-0.00356703,4.32146e-005,41.5455,-0.00197847,3.12461e-005,4.45077
7.54,412.968,350000,7.65009e+006,1489.8,305.904,0.0440098,1,61542.1,1479.23,261.068,406538,7.7e+006,1673.03,311.505,0.0440098,1,4569.26,1024.27,205.516,4.04566e-007,0.0346694,0.531545,3.48452e-006,170.035,-0.00356684,4.32248e-005,41.6042,-0.00198086,3.12637e-005,4.461
7.56,412.939,350000,7.64943e+006,1489.81,305.9,0.0440098,1,61650.7,1479.7,261.275,406434,7.7e+006,1672.7,311.482,0.0440098,1,4582.14,1024.8,205.453,4.05422e-007,0.0347815,0.532491,3.49085e-006,170.01,-0.00356665,4.32353e-005,41.6644,-0.00198325,3.12812e-005,4.47127
7.58,412.909,350000,7.64874e+006,1489.81,305.895,0.0440098,1,61762,1480.18,261.482,406329,7.7e+006,1672.36,311.459,0.0440098,1,4595.08,1025.33,205.391,4.06282e-007,0.0348942,0.53346,3.49733e-006,169.984,-0.00356644,4.3246e-005,41.726,-0.00198565,3.12987e-005,4.48158
7.6,412.879,350000,7.64804e+006,1489.82,305.891,0.0440098,1,61876.4,1480.67,261.689,406225,7.7e+006,1672.03,311.437,0.0440098,1,4608.07,1025.86,205.328,4.07145e-007,0.0350073,0.534457,3.50399e-006,169.957,-0.00356624,4.32569e-005,41.7893,-0.00198804,3.13163e-005,4.49193
7.62,412.848,350000,7.64733e+006,1489.83,305.886,0.0440098,1,61994,1481.18,261.897,406121,7.7e+006,1671.69,311.414,0.0440098,1,4621.13,1026.39,205.266,4.08012e-007,0.0351209,0.53548,3.51083e-006,169.93,-0.00356603,4.32681e-005,41.8544,-0.00199043,3.13338e-005,4.50233
7.64,412.816,350000,7.6466e+006,1489.83,305.882,0.0440098,1,62114.7,1481.7,262.104,406017,7.7e+006,1671.36,311.392,0.0440098,1,4634.24,1026.92,205.204,4.08882e-007,0.0352351,0.536531,3.51785e-006,169.902,-0.00356581,4.32796e-005,41.9212,-0.00199283,3.13513e-005,4.51276
7.66,412.784,350000,7.64585e+006,1489.84,305.877,0.0440098,1,62238.6,1482.23,262.312,405912,7.7e+006,1671.02,311.369,0.0440098,1,4647.41,1027.45,205.141,4.09756e-007,0.0353497,0.537611,3.52507e-006,169.874,-0.00356558,4.32914e-005,41.9897,-0.00199523,3.13689e-005,4.52324
7.68,412.751,350000,7.64508e+006,1489.84,305.872,0.0440098,1,62366,1482.78,262.52,405808,7.7e+006,1670.69,311.347,0.0440098,1,4660.64,1027.98,205.079,4.10633e-007,0.0354648,0.538719,3.53248e-006,169.845,-0.00356535,4.33035e-005,42.0601,-0.00199763,3.13864e-005,4.53377
7.7,412.717,350000,7.6443e+006,1489.85,305.867,0.0440098,1,62496.9,1483.34,262.728,405704,7.7e+006,1670.35,311.325,0.0440098,1,4673.93,1028.52,205.017,4.11514e-007,0.0355805,0.539859,3.54009e-006,169.815,-0.00356512,4.33159e-005,42.1325,-0.00200003,3.14039e-005,4.54433
7.72,412.682,350000,7.6435e+006,1489.86,305.862,0.0440098,1,62631.5,1483.92,262.936,405600,7.7e+006,1670.02,311.302,0.0440098,1,4687.28,1029.05,204.955,4.12398e-007,0.0356967,0.54103,3.54792e-006,169.784,-0.00356488,4.33285e-005,42.2068,-0.00200243,3.14215e-005,4.55494
7.74,412.647,350000,7.64267e+006,1489.86,305.857,0.0440098,1,62769.9,1484.51,263.145,405496,7.7e+006,1669.69,311.28,0.0440098,1,4700.69,1029.59,204.893,4.13286e-007,0.0358133,0.542235,3.55597e-006,169.752,-0.00356463,4.33416e-005,42.2832,-0.00200483,3.1439e-005,4.5656
7.76,412.61,350000,7.64183e+006,1489.87,305.852,0.0440098,1,62912.3,1485.12,263.353,405392,7.7e+006,1669.35,311.258,0.0440098,1,4714.16,1030.13,204.831,4.14177e-007,0.0359305,0.543474,3.56425e-006,169.72,-0.00356438,4.33549e-005,42.3618,-0.00200723,3.14566e-005,4.57629
7.78,412.573,350000,7.64097e+006,1489.88,305.846,0.0440098,1,63058.8,1485.74,263.562,405288,7.7e+006,1669.02,311.236,0.0440098,1,4727.69,1030.67,204.768,4.15072e-007,0.0360483,0.54475,3.57277e-006,169.687,-0.00356411,4.33686e-005,42.4427,-0.00200964,3.14741e-005,4.58703
7.8,412.534,350000,7.64009e+006,1489.88,305.84,0.0440098,1,63209.8,1486.38,263.771,405184,7.7e+006,1668.68,311.214,0.0440098,1,4741.29,1031.2,204.706,4.1597e-007,0.0361665,0.546063,3.58155e-006,169.653,-0.00356384,4.33827e-005,42.5259,-0.00201204,3.14917e-005,4.59782
7.82,412.495,350000,7.63918e+006,1489.89,305.835,0.0440098,1,63365.3,1487.04,263.98,405080,7.7e+006,1668.35,311.192,0.0440098,1,4754.94,1031.74,204.644,4.16872e-007,0.0362853,0.547416,3.59058e-006,169.618,-0.00356357,4.33971e-005,42.6116,-0.00201445,3.15092e-005,4.60865
7.84,412.455,350000,7.63825e+006,1489.9,305.829,0.0440098,1,63525.5,1487.72,264.189,404977,7.7e+006,1668.02,311.17,0.0440098,1,4768.66,1032.28,204.582,4.17778e-007,0.0364046,0.54881,3.59989e-006,169.582,-0.00356328,4.3412e-005,42.6999,-0.00201686,3.15268e-005,4.61952
7.86,412.413,350000,7.6373e+006,1489.91,305.823,0.0440098,1,63690.7,1488.42,264.399,404873,7.7e+006,1667.68,311.149,0.0440098,1,4782.44,1032.83,204.52,4.18687e-007,0.0365244,0.550247,3.60949e-006,169.546,-0.00356299,4.34272e-005,42.7909,-0.00201927,3.15443e-005,4.63044
7.88,412.371,350000,7.63632e+006,1489.91,305.816,0.0440098,1,63860.9,1489.13,264.608,404769,7.7e+006,1667.35,311.127,0.0440098,1,4796.27,1033.37,204.458,4.196e-007,0.0366448,0.551728,3.61938e-006,169.508,-0.00356269,4.34429e-005,42.8846,-0.00202168,3.15619e-005,4.6414
7.9,412.327,350000,7.63532e+006,1489.92,305.81,0.0440098,1,64036.5,1489.87,264.818,404665,7.7e+006,1667.02,311.105,0.0440098,1,4810.17,1033.91,204.396,4.20517e-007,0.0367657,0.553255,3.62958e-006,169.469,-0.00356238,4.3459e-005,42.9812,-0.00202409,3.15794e-005,4.6524
7.92,412.283,350000,7.63429e+006,1489.93,305.803,0.0440098,1,64217.7,1490.63,265.028,404562,7.7e+006,1666.68,311.084,0.0440098,1,4824.13,1034.46,204.335,4.21437e-007,0.0368871,0.554831,3.6401e-006,169.429,-0.00356206,4.34755e-005,43.0809,-0.0020265,3.1597e-005,4.66345
7.94,412.237,350000,7.63323e+006,1489.94,305.797,0.0440098,1,64404.8,1491.41,265.238,404458,7.7e+006,1666.35,311.062,0.0440098,1,4838.16,1035,204.273,4.22361e-007,0.037009,0.556458,3.65097e-006,169.388,-0.00356173,4.34925e-005,43.1837,-0.00202891,3.16145e-005,4.67455
7.96,412.189,350000,7.63214e+006,1489.95,305.79,0.0440098,1,64598.1,1492.22,265.448,404355,7.7e+006,1666.02,311.041,0.0440098,1,4852.24,1035.55,204.211,4.23288e-007,0.0371315,0.558139,3.66219e-006,169.346,-0.00356139,4.35101e-005,43.2899,-0.00203133,3.16321e-005,4.68569
7.98,412.141,350000,7.63103e+006,1489.96,305.783,0.0440098,1,64797.9,1493.05,265.658,404251,7.7e+006,1665.69,311.02,0.0440098,1,4866.39,1036.09,204.149,4.24219e-007,0.0372546,0.559876,3.67379e-006,169.302,-0.00356104,4.35281e-005,43.3997,-0.00203374,3.16496e-005,4.69687
8,412.091,350000,7.62988e+006,1489.96,305.775,0.0440098,1,65004.5,1493.91,265.869,404148,7.7e+006,1665.35,310.999,0.0440098,1,4880.6,1036.64,204.087,4.25154e-007,0.0373781,0.561672,3.68577e-006,169.258,-0.00356067,4.35467e-005,43.513,-0.00203616,3.16672e-005,4.7081
8.02,412.04,350000,7.62871e+006,1489.97,305.768,0.0440098,1,65218.2,1494.79,266.08,404044,7.7e+006,1665.02,310.977,0.0440098,1,4894.88,1037.19,204.026,4.26093e-007,0.0375022,0.56353,3.69817e-006,169.212,-0.0035603,4.35658e-005,43.6303,-0.00203857,3.16847e-005,4.71938
8.04,411.987,350000,7.62749e+006,1489.98,305.76,0.0440098,1,65439.5,1495.71,266.29,403941,7.7e+006,1664.69,310.956,0.0440098,1,4909.22,1037.74,203.964,4.27035e-007,0.0376269,0.565453,3.71101e-006,169.164,-0.00355992,4.35856e-005,43.7515,-0.00204099,3.17023e-005,4.7307
8.06,411.933,350000,7.62625e+006,1489.99,305.752,0.0440098,1,65668.6,1496.65,266.501,403838,7.7e+006,1664.36,310.935,0.0440098,1,4923.62,1038.29,203.902,4.27981e-007,0.0377521,0.567444,3.72429e-006,169.116,-0.00355952,4.36059e-005,43.8771,-0.00204341,3.17198e-005,4.74206
8.08,411.877,350000,7.62497e+006,1490,305.744,0.0440098,1,65906,1497.62,266.712,403734,7.7e+006,1664.02,310.914,0.0440098,1,4938.08,1038.84,203.841,4.2893e-007,0.0378778,0.569507,3.73806e-006,169.065,-0.00355911,4.36269e-005,44.0071,-0.00204583,3.17374e-005,4.75347
8.1,411.819,350000,7.62365e+006,1490.01,305.736,0.0440098,1,66152.2,1498.63,266.923,403631,7.7e+006,1663.69,310.894,0.0440098,1,4952.61,1039.39,203.779,4.29884e-007,0.0380041,0.571646,3.75233e-006,169.014,-0.00355868,4.36485e-005,44.1418,-0.00204825,3.17549e-005,4.76493
8.12,411.76,350000,7.62229e+006,1490.02,305.727,0.0440098,1,66407.6,1499.67,267.135,403528,7.7e+006,1663.36,310.873,0.0440098,1,4967.2,1039.94,203.717,4.30841e-007,0.0381309,0.573864,3.76713e-006,168.96,-0.00355824,4.36709e-005,44.2815,-0.00205067,3.17725e-005,4.77643
8.14,411.699,350000,7.62089e+006,1490.04,305.718,0.0440098,1,66672.5,1500.75,267.346,403425,7.7e+006,1663.03,310.852,0.0440098,1,4981.86,1040.49,203.656,4.31801e-007,0.0382583,0.576165,3.78247e-006,168.905,-0.00355778,4.3694e-005,44.4262,-0.00205309,3.179e-005,4.78798
8.16,411.636,350000,7.61946e+006,1490.05,305.709,0.0440098,1,66946.7,1501.86,267.558,403322,7.7e+006,1662.7,310.831,0.0440098,1,4996.58,1041.05,203.594,4.32766e-007,0.0383862,0.578546,3.79836e-006,168.848,-0.00355731,4.37177e-005,44.576,-0.00205551,3.18075e-005,4.79958
8.18,411.571,350000,7.61798e+006,1490.06,305.699,0.0440098,1,67231.4,1503,267.77,403219,7.7e+006,1662.37,310.811,0.0440098,1,5011.37,1041.6,203.533,4.33734e-007,0.0385147,0.581018,3.81484e-006,168.789,-0.00355683,4.37422e-005,44.7313,-0.00205794,3.18251e-005,4.81122
8.2,411.505,350000,7.61646e+006,1490.07,305.69,0.0440098,1,67527.1,1504.19,267.981,403116,7.7e+006,1662.04,310.79,0.0440098,1,5026.22,1042.16,203.472,4.34706e-007,0.0386438,0.583585,3.83195e-006,168.729,-0.00355632,4.37676e-005,44.8926,-0.00206036,3.18426e-005,4.8229
8.22,411.436,350000,7.61489e+006,1490.08,305.68,0.0440098,1,67834.4,1505.42,268.193,403013,7.7e+006,1661.7,310.77,0.0440098,1,5041.13,1042.71,203.41,4.35682e-007,0.0387734,0.586253,3.84974e-006,168.667,-0.0035558,4.37937e-005,45.0601,-0.00206278,3.18601e-005,4.83464
