Time,Gascooler_Valve_System.HPValve.vleFluidB.d,Gascooler_Valve_System.HPValve.vleFluidB.h,Gascooler_Valve_System.HPValve.vleFluidB.p,Gascooler_Valve_System.HPValve.vleFluidB.s,Gascooler_Valve_System.HPValve.vleFluidB.T,Gascooler_Valve_System.HPValve.vleFluidB.M,Gascooler_Valve_System.HPValve.vleFluidB.q,Gascooler_Valve_System.HPValve.vleFluidB.cp,Gascooler_Valve_System.HPValve.vleFluidB.cv,Gascooler_Valve_System.HPValve.vleFluidA.d,Gascooler_Valve_System.HPValve.vleFluidA.h,Gascooler_Valve_System.HPValve.vleFluidA.p,Gascooler_Valve_System.HPValve.vleFluidA.s,Gascooler_Valve_System.HPValve.vleFluidA.T,Gascooler_Valve_System.HPValve.vleFluidA.M,Gascooler_Valve_System.HPValve.vleFluidA.q,Gascooler_Valve_System.HPValve.vleFluidA.cp,Gascooler_Valve_System.HPValve.vleFluidA.cv,Gascooler_Valve_System.HPValve.vleFluidA.w,Gascooler_Valve_System.HPValve.vleFluidA.kappa,Gascooler_Valve_System.HPValve.vleFluidA.beta,Gascooler_Valve_System.HPValve.vleFluidB.beta,Gascooler_Valve_System.HPValve.vleFluidB.kappa,Gascooler_Valve_System.HPValve.vleFluidB.w,Gascooler_Valve_System.HPValve.vleFluidB.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidB.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidB.gamma,Gascooler_Valve_System.HPValve.vleFluidA.drhodh_pxi,Gascooler_Valve_System.HPValve.vleFluidA.drhodp_hxi,Gascooler_Valve_System.HPValve.vleFluidA.gamma
73.46,145.134,350000,3.54302e+006,1547.68,273.774,0.0440098,0.648367,2129.28,5060.8,657.866,293464,7.7e+006,1304.39,303.933,0.0440098,0,7890.51,1092.75,250.393,1.75066e-007,0.0507532,0.0375322,1.37795e-007,149.652,-0.000823915,5.03284e-005,0.447885,-0.00423152,2.2382e-005,7.2208
73.48,145.136,350000,3.54305e+006,1547.67,273.774,0.0440098,0.648366,2129.29,5060.79,657.875,293462,7.7e+006,1304.38,303.933,0.0440098,0,7889.83,1092.74,250.4,1.75041e-007,0.0507475,0.0375321,1.37795e-007,149.652,-0.000823927,5.03286e-005,0.447889,-0.00423146,2.23809e-005,7.22026
73.5,145.137,350000,3.54308e+006,1547.67,273.774,0.0440098,0.648365,2129.31,5060.77,657.883,293460,7.7e+006,1304.37,303.933,0.0440098,0,7889.16,1092.72,250.407,1.75016e-007,0.0507418,0.037532,1.37795e-007,149.651,-0.000823938,5.03288e-005,0.447892,-0.0042314,2.23798e-005,7.21973
73.52,145.139,350000,3.54311e+006,1547.67,273.775,0.0440098,0.648365,2129.32,5060.75,657.892,293458,7.7e+006,1304.37,303.932,0.0440098,0,7888.49,1092.71,250.414,1.74991e-007,0.050736,0.0375319,1.37795e-007,149.651,-0.000823949,5.0329e-005,0.447896,-0.00423134,2.23788e-005,7.21919
73.54,145.14,350000,3.54314e+006,1547.67,273.775,0.0440098,0.648364,2129.34,5060.73,657.901,293456,7.7e+006,1304.36,303.932,0.0440098,0,7887.81,1092.7,250.421,1.74966e-007,0.0507303,0.0375318,1.37795e-007,149.651,-0.00082396,5.03292e-005,0.447899,-0.00423128,2.23777e-005,7.21866
73.56,145.142,350000,3.54317e+006,1547.67,273.775,0.0440098,0.648363,2129.35,5060.72,657.91,293454,7.7e+006,1304.35,303.932,0.0440098,0,7887.14,1092.69,250.428,1.74941e-007,0.0507246,0.0375317,1.37796e-007,149.65,-0.000823971,5.03294e-005,0.447903,-0.00423122,2.23766e-005,7.21812
73.58,145.143,350000,3.5432e+006,1547.67,273.776,0.0440098,0.648363,2129.36,5060.7,657.919,293452,7.7e+006,1304.35,303.931,0.0440098,0,7886.47,1092.67,250.435,1.74916e-007,0.0507188,0.0375316,1.37796e-007,149.65,-0.000823982,5.03295e-005,0.447906,-0.00423116,2.23756e-005,7.21759
73.6,145.145,350000,3.54323e+006,1547.67,273.776,0.0440098,0.648362,2129.38,5060.68,657.928,293450,7.7e+006,1304.34,303.931,0.0440098,0,7885.8,1092.66,250.442,1.74891e-007,0.0507131,0.0375315,1.37796e-007,149.65,-0.000823993,5.03297e-005,0.44791,-0.00423109,2.23745e-005,7.21706
73.62,145.146,350000,3.54326e+006,1547.67,273.776,0.0440098,0.648361,2129.39,5060.66,657.936,293448,7.7e+006,1304.33,303.931,0.0440098,0,7885.12,1092.65,250.449,1.74866e-007,0.0507074,0.0375314,1.37796e-007,149.65,-0.000824004,5.03299e-005,0.447914,-0.00423103,2.23734e-005,7.21652
73.64,145.148,350000,3.54329e+006,1547.67,273.776,0.0440098,0.648361,2129.41,5060.65,657.945,293446,7.7e+006,1304.33,303.931,0.0440098,0,7884.45,1092.64,250.456,1.74841e-007,0.0507017,0.0375313,1.37796e-007,149.649,-0.000824015,5.03301e-005,0.447917,-0.00423097,2.23724e-005,7.21599
73.66,145.149,350000,3.54332e+006,1547.67,273.777,0.0440098,0.64836,2129.42,5060.63,657.954,293444,7.7e+006,1304.32,303.93,0.0440098,0,7883.78,1092.62,250.463,1.74816e-007,0.050696,0.0375312,1.37797e-007,149.649,-0.000824026,5.03303e-005,0.447921,-0.00423091,2.23713e-005,7.21546
73.68,145.151,350000,3.54335e+006,1547.67,273.777,0.0440098,0.648359,2129.44,5060.61,657.963,293441,7.7e+006,1304.31,303.93,0.0440098,0,7883.11,1092.61,250.47,1.74791e-007,0.0506902,0.0375311,1.37797e-007,149.649,-0.000824037,5.03305e-005,0.447924,-0.00423085,2.23703e-005,7.21492
73.7,145.152,350000,3.54338e+006,1547.67,273.777,0.0440098,0.648359,2129.45,5060.6,657.972,293439,7.7e+006,1304.3,303.93,0.0440098,0,7882.44,1092.6,250.477,1.74766e-007,0.0506845,0.037531,1.37797e-007,149.648,-0.000824048,5.03306e-005,0.447928,-0.00423079,2.23692e-005,7.21439
73.72,145.154,350000,3.54341e+006,1547.67,273.778,0.0440098,0.648358,2129.46,5060.58,657.98,293437,7.7e+006,1304.3,303.93,0.0440098,0,7881.77,1092.59,250.484,1.74741e-007,0.0506788,0.0375309,1.37797e-007,149.648,-0.000824059,5.03308e-005,0.447931,-0.00423073,2.23681e-005,7.21386
73.74,145.155,350000,3.54344e+006,1547.67,273.778,0.0440098,0.648357,2129.48,5060.56,657.989,293435,7.7e+006,1304.29,303.929,0.0440098,0,7881.1,1092.57,250.491,1.74716e-007,0.0506731,0.0375308,1.37797e-007,149.648,-0.00082407,5.0331e-005,0.447935,-0.00423067,2.23671e-005,7.21333
73.76,145.157,350000,3.54347e+006,1547.66,273.778,0.0440098,0.648357,2129.49,5060.54,657.998,293433,7.7e+006,1304.28,303.929,0.0440098,0,7880.43,1092.56,250.498,1.74691e-007,0.0506674,0.0375307,1.37797e-007,149.648,-0.000824081,5.03312e-005,0.447939,-0.00423061,2.2366e-005,7.21279
73.78,145.159,350000,3.5435e+006,1547.66,273.779,0.0440098,0.648356,2129.51,5060.53,658.007,293431,7.7e+006,1304.28,303.929,0.0440098,0,7879.76,1092.55,250.505,1.74667e-007,0.0506617,0.0375305,1.37798e-007,149.647,-0.000824092,5.03314e-005,0.447942,-0.00423055,2.2365e-005,7.21226
73.8,145.16,350000,3.54353e+006,1547.66,273.779,0.0440098,0.648355,2129.52,5060.51,658.016,293429,7.7e+006,1304.27,303.929,0.0440098,0,7879.09,1092.54,250.512,1.74642e-007,0.050656,0.0375304,1.37798e-007,149.647,-0.000824103,5.03316e-005,0.447946,-0.00423049,2.23639e-005,7.21173
73.82,145.162,350000,3.54356e+006,1547.66,273.779,0.0440098,0.648355,2129.54,5060.49,658.024,293427,7.7e+006,1304.26,303.928,0.0440098,0,7878.42,1092.53,250.518,1.74617e-007,0.0506503,0.0375303,1.37798e-007,149.647,-0.000824114,5.03317e-005,0.447949,-0.00423043,2.23628e-005,7.2112
73.84,145.163,350000,3.54359e+006,1547.66,273.78,0.0440098,0.648354,2129.55,5060.47,658.033,293425,7.7e+006,1304.26,303.928,0.0440098,0,7877.75,1092.51,250.525,1.74592e-007,0.0506446,0.0375302,1.37798e-007,149.646,-0.000824125,5.03319e-005,0.447953,-0.00423037,2.23618e-005,7.21067
73.86,145.165,350000,3.54362e+006,1547.66,273.78,0.0440098,0.648353,2129.56,5060.46,658.042,293423,7.7e+006,1304.25,303.928,0.0440098,0,7877.08,1092.5,250.532,1.74567e-007,0.0506389,0.0375301,1.37798e-007,149.646,-0.000824137,5.03321e-005,0.447956,-0.00423031,2.23607e-005,7.21014
73.88,145.166,350000,3.54365e+006,1547.66,273.78,0.0440098,0.648353,2129.58,5060.44,658.051,293421,7.7e+006,1304.24,303.928,0.0440098,0,7876.41,1092.49,250.539,1.74542e-007,0.0506332,0.03753,1.37798e-007,149.646,-0.000824148,5.03323e-005,0.44796,-0.00423025,2.23597e-005,7.20961
73.9,145.168,350000,3.54368e+006,1547.66,273.781,0.0440098,0.648352,2129.59,5060.42,658.06,293419,7.7e+006,1304.24,303.927,0.0440098,0,7875.75,1092.48,250.546,1.74518e-007,0.0506275,0.0375299,1.37799e-007,149.646,-0.000824159,5.03325e-005,0.447963,-0.00423019,2.23586e-005,7.20908
73.92,145.169,350000,3.54371e+006,1547.66,273.781,0.0440098,0.648351,2129.61,5060.41,658.068,293417,7.7e+006,1304.23,303.927,0.0440098,0,7875.08,1092.46,250.553,1.74493e-007,0.0506219,0.0375298,1.37799e-007,149.645,-0.00082417,5.03327e-005,0.447967,-0.00423013,2.23575e-005,7.20855
73.94,145.171,350000,3.54374e+006,1547.66,273.781,0.0440098,0.648351,2129.62,5060.39,658.077,293414,7.7e+006,1304.22,303.927,0.0440098,0,7874.42,1092.45,250.56,1.74468e-007,0.0506162,0.0375297,1.37799e-007,149.645,-0.000824181,5.03328e-005,0.447971,-0.00423007,2.23565e-005,7.20802
73.96,145.172,350000,3.54377e+006,1547.66,273.782,0.0440098,0.64835,2129.64,5060.37,658.086,293412,7.7e+006,1304.22,303.926,0.0440098,0,7873.75,1092.44,250.567,1.74443e-007,0.0506105,0.0375296,1.37799e-007,149.645,-0.000824192,5.0333e-005,0.447974,-0.00423001,2.23554e-005,7.20749
73.98,145.174,350000,3.5438e+006,1547.66,273.782,0.0440098,0.648349,2129.65,5060.35,658.095,293410,7.7e+006,1304.21,303.926,0.0440098,0,7873.08,1092.43,250.574,1.74419e-007,0.0506049,0.0375295,1.37799e-007,149.645,-0.000824203,5.03332e-005,0.447978,-0.00422995,2.23544e-005,7.20696
74,145.175,350000,3.54383e+006,1547.66,273.782,0.0440098,0.648349,2129.66,5060.34,658.103,293408,7.7e+006,1304.2,303.926,0.0440098,0,7872.42,1092.41,250.581,1.74394e-007,0.0505992,0.0375294,1.37799e-007,149.644,-0.000824214,5.03334e-005,0.447981,-0.0042299,2.23533e-005,7.20644
74.02,145.177,350000,3.54386e+006,1547.65,273.783,0.0440098,0.648348,2129.68,5060.32,658.112,293406,7.7e+006,1304.2,303.926,0.0440098,0,7871.75,1092.4,250.588,1.74369e-007,0.0505936,0.0375293,1.378e-007,149.644,-0.000824225,5.03336e-005,0.447985,-0.00422984,2.23523e-005,7.20591
74.04,145.178,350000,3.54389e+006,1547.65,273.783,0.0440098,0.648347,2129.69,5060.3,658.121,293404,7.7e+006,1304.19,303.925,0.0440098,0,7871.09,1092.39,250.595,1.74345e-007,0.0505879,0.0375292,1.378e-007,149.644,-0.000824236,5.03338e-005,0.447988,-0.00422978,2.23512e-005,7.20538
74.06,145.18,350000,3.54392e+006,1547.65,273.783,0.0440098,0.648347,2129.71,5060.28,658.13,293402,7.7e+006,1304.18,303.925,0.0440098,0,7870.43,1092.38,250.601,1.7432e-007,0.0505822,0.0375291,1.378e-007,149.643,-0.000824247,5.03339e-005,0.447992,-0.00422972,2.23502e-005,7.20485
74.08,145.181,350000,3.54395e+006,1547.65,273.784,0.0440098,0.648346,2129.72,5060.27,658.138,293400,7.7e+006,1304.17,303.925,0.0440098,0,7869.76,1092.37,250.608,1.74295e-007,0.0505766,0.037529,1.378e-007,149.643,-0.000824258,5.03341e-005,0.447996,-0.00422966,2.23491e-005,7.20433
74.1,145.183,350000,3.54398e+006,1547.65,273.784,0.0440098,0.648345,2129.74,5060.25,658.147,293398,7.7e+006,1304.17,303.925,0.0440098,0,7869.1,1092.35,250.615,1.74271e-007,0.0505709,0.0375289,1.378e-007,149.643,-0.000824269,5.03343e-005,0.447999,-0.0042296,2.23481e-005,7.2038
74.12,145.184,350000,3.54401e+006,1547.65,273.784,0.0440098,0.648345,2129.75,5060.23,658.156,293396,7.7e+006,1304.16,303.924,0.0440098,0,7868.44,1092.34,250.622,1.74246e-007,0.0505653,0.0375288,1.37801e-007,149.643,-0.00082428,5.03345e-005,0.448003,-0.00422954,2.2347e-005,7.20327
74.14,145.186,350000,3.54404e+006,1547.65,273.785,0.0440098,0.648344,2129.76,5060.22,658.164,293394,7.7e+006,1304.15,303.924,0.0440098,0,7867.77,1092.33,250.629,1.74221e-007,0.0505597,0.0375287,1.37801e-007,149.642,-0.000824291,5.03347e-005,0.448006,-0.00422948,2.2346e-005,7.20275
74.16,145.187,350000,3.54407e+006,1547.65,273.785,0.0440098,0.648343,2129.78,5060.2,658.173,293392,7.7e+006,1304.15,303.924,0.0440098,0,7867.11,1092.32,250.636,1.74197e-007,0.050554,0.0375286,1.37801e-007,149.642,-0.000824302,5.03349e-005,0.44801,-0.00422942,2.23449e-005,7.20222
74.18,145.189,350000,3.5441e+006,1547.65,273.785,0.0440098,0.648343,2129.79,5060.18,658.182,293390,7.7e+006,1304.14,303.924,0.0440098,0,7866.45,1092.3,250.643,1.74172e-007,0.0505484,0.0375285,1.37801e-007,149.642,-0.000824313,5.0335e-005,0.448013,-0.00422936,2.23439e-005,7.2017
74.2,145.19,350000,3.54413e+006,1547.65,273.785,0.0440098,0.648342,2129.81,5060.16,658.191,293388,7.7e+006,1304.13,303.923,0.0440098,0,7865.79,1092.29,250.65,1.74147e-007,0.0505427,0.0375283,1.37801e-007,149.641,-0.000824324,5.03352e-005,0.448017,-0.0042293,2.23428e-005,7.20117
74.22,145.192,350000,3.54416e+006,1547.65,273.786,0.0440098,0.648341,2129.82,5060.15,658.199,293386,7.7e+006,1304.13,303.923,0.0440098,0,7865.12,1092.28,250.657,1.74123e-007,0.0505371,0.0375282,1.37801e-007,149.641,-0.000824335,5.03354e-005,0.44802,-0.00422924,2.23418e-005,7.20064
74.24,145.193,350000,3.54419e+006,1547.65,273.786,0.0440098,0.648341,2129.84,5060.13,658.208,293383,7.7e+006,1304.12,303.923,0.0440098,0,7864.46,1092.27,250.663,1.74098e-007,0.0505315,0.0375281,1.37802e-007,149.641,-0.000824346,5.03356e-005,0.448024,-0.00422918,2.23407e-005,7.20012
74.26,145.195,350000,3.54422e+006,1547.65,273.786,0.0440098,0.64834,2129.85,5060.11,658.217,293381,7.7e+006,1304.11,303.923,0.0440098,0,7863.8,1092.26,250.67,1.74074e-007,0.0505258,0.037528,1.37802e-007,149.641,-0.000824357,5.03358e-005,0.448028,-0.00422912,2.23397e-005,7.19959
74.28,145.196,350000,3.54425e+006,1547.64,273.787,0.0440098,0.648339,2129.86,5060.09,658.225,293379,7.7e+006,1304.11,303.922,0.0440098,0,7863.14,1092.24,250.677,1.74049e-007,0.0505202,0.0375279,1.37802e-007,149.64,-0.000824369,5.0336e-005,0.448031,-0.00422906,2.23386e-005,7.19907
74.3,145.198,350000,3.54428e+006,1547.64,273.787,0.0440098,0.648339,2129.88,5060.08,658.234,293377,7.7e+006,1304.1,303.922,0.0440098,0,7862.48,1092.23,250.684,1.74025e-007,0.0505146,0.0375278,1.37802e-007,149.64,-0.00082438,5.03361e-005,0.448035,-0.004229,2.23376e-005,7.19855
74.32,145.199,350000,3.54431e+006,1547.64,273.787,0.0440098,0.648338,2129.89,5060.06,658.243,293375,7.7e+006,1304.09,303.922,0.0440098,0,7861.82,1092.22,250.691,1.74e-007,0.050509,0.0375277,1.37802e-007,149.64,-0.000824391,5.03363e-005,0.448038,-0.00422894,2.23365e-005,7.19802
74.34,145.201,350000,3.54434e+006,1547.64,273.788,0.0440098,0.648337,2129.91,5060.04,658.252,293373,7.7e+006,1304.09,303.922,0.0440098,0,7861.16,1092.21,250.698,1.73976e-007,0.0505034,0.0375276,1.37802e-007,149.639,-0.000824402,5.03365e-005,0.448042,-0.00422888,2.23355e-005,7.1975
74.36,145.202,350000,3.54437e+006,1547.64,273.788,0.0440098,0.648337,2129.92,5060.03,658.26,293371,7.7e+006,1304.08,303.921,0.0440098,0,7860.5,1092.2,250.705,1.73951e-007,0.0504977,0.0375275,1.37803e-007,149.639,-0.000824413,5.03367e-005,0.448045,-0.00422882,2.23344e-005,7.19697
74.38,145.204,350000,3.5444e+006,1547.64,273.788,0.0440098,0.648336,2129.94,5060.01,658.269,293369,7.7e+006,1304.07,303.921,0.0440098,0,7859.84,1092.18,250.712,1.73927e-007,0.0504921,0.0375274,1.37803e-007,149.639,-0.000824424,5.03369e-005,0.448049,-0.00422876,2.23334e-005,7.19645
74.4,145.205,350000,3.54443e+006,1547.64,273.789,0.0440098,0.648335,2129.95,5059.99,658.278,293367,7.7e+006,1304.07,303.921,0.0440098,0,7859.18,1092.17,250.718,1.73902e-007,0.0504865,0.0375273,1.37803e-007,149.639,-0.000824435,5.03371e-005,0.448052,-0.0042287,2.23323e-005,7.19593
74.42,145.207,350000,3.54446e+006,1547.64,273.789,0.0440098,0.648335,2129.96,5059.97,658.286,293365,7.7e+006,1304.06,303.92,0.0440098,0,7858.52,1092.16,250.725,1.73878e-007,0.0504809,0.0375272,1.37803e-007,149.638,-0.000824446,5.03372e-005,0.448056,-0.00422864,2.23313e-005,7.1954
74.44,145.208,350000,3.54449e+006,1547.64,273.789,0.0440098,0.648334,2129.98,5059.96,658.295,293363,7.7e+006,1304.05,303.92,0.0440098,0,7857.86,1092.15,250.732,1.73853e-007,0.0504753,0.0375271,1.37803e-007,149.638,-0.000824457,5.03374e-005,0.44806,-0.00422858,2.23302e-005,7.19488
74.46,145.21,350000,3.54452e+006,1547.64,273.79,0.0440098,0.648333,2129.99,5059.94,658.304,293361,7.7e+006,1304.05,303.92,0.0440098,0,7857.21,1092.13,250.739,1.73829e-007,0.0504697,0.037527,1.37803e-007,149.638,-0.000824468,5.03376e-005,0.448063,-0.00422853,2.23292e-005,7.19436
74.48,145.211,350000,3.54455e+006,1547.64,273.79,0.0440098,0.648333,2130.01,5059.92,658.312,293359,7.7e+006,1304.04,303.92,0.0440098,0,7856.55,1092.12,250.746,1.73804e-007,0.0504641,0.0375269,1.37804e-007,149.638,-0.000824479,5.03378e-005,0.448067,-0.00422847,2.23281e-005,7.19384
74.5,145.213,350000,3.54458e+006,1547.64,273.79,0.0440098,0.648332,2130.02,5059.91,658.321,293357,7.7e+006,1304.03,303.919,0.0440098,0,7855.89,1092.11,250.753,1.7378e-007,0.0504585,0.0375268,1.37804e-007,149.637,-0.00082449,5.0338e-005,0.44807,-0.00422841,2.23271e-005,7.19331
74.52,145.214,350000,3.54461e+006,1547.64,273.791,0.0440098,0.648332,2130.03,5059.89,658.33,293355,7.7e+006,1304.03,303.919,0.0440098,0,7855.23,1092.1,250.76,1.73756e-007,0.0504529,0.0375267,1.37804e-007,149.637,-0.000824501,5.03382e-005,0.448074,-0.00422835,2.23261e-005,7.19279
74.54,145.216,350000,3.54464e+006,1547.63,273.791,0.0440098,0.648331,2130.05,5059.87,658.338,293353,7.7e+006,1304.02,303.919,0.0440098,0,7854.58,1092.09,250.766,1.73731e-007,0.0504473,0.0375266,1.37804e-007,149.637,-0.000824512,5.03383e-005,0.448077,-0.00422829,2.2325e-005,7.19227
74.56,145.217,350000,3.54467e+006,1547.63,273.791,0.0440098,0.64833,2130.06,5059.85,658.347,293351,7.7e+006,1304.01,303.919,0.0440098,0,7853.92,1092.07,250.773,1.73707e-007,0.0504417,0.0375265,1.37804e-007,149.636,-0.000824523,5.03385e-005,0.448081,-0.00422823,2.2324e-005,7.19175
74.58,145.219,350000,3.5447e+006,1547.63,273.792,0.0440098,0.64833,2130.08,5059.84,658.356,293349,7.7e+006,1304.01,303.918,0.0440098,0,7853.26,1092.06,250.78,1.73682e-007,0.0504361,0.0375264,1.37805e-007,149.636,-0.000824534,5.03387e-005,0.448084,-0.00422817,2.23229e-005,7.19123
74.6,145.22,350000,3.54473e+006,1547.63,273.792,0.0440098,0.648329,2130.09,5059.82,658.364,293346,7.7e+006,1304,303.918,0.0440098,0,7852.61,1092.05,250.787,1.73658e-007,0.0504306,0.0375263,1.37805e-007,149.636,-0.000824545,5.03389e-005,0.448088,-0.00422811,2.23219e-005,7.19071
74.62,145.222,350000,3.54476e+006,1547.63,273.792,0.0440098,0.648328,2130.11,5059.8,658.373,293344,7.7e+006,1303.99,303.918,0.0440098,0,7851.95,1092.04,250.794,1.73634e-007,0.050425,0.0375262,1.37805e-007,149.636,-0.000824556,5.03391e-005,0.448092,-0.00422805,2.23208e-005,7.19018
74.64,145.223,350000,3.54479e+006,1547.63,273.793,0.0440098,0.648328,2130.12,5059.79,658.382,293342,7.7e+006,1303.99,303.918,0.0440098,0,7851.29,1092.03,250.801,1.73609e-007,0.0504194,0.037526,1.37805e-007,149.635,-0.000824567,5.03393e-005,0.448095,-0.00422799,2.23198e-005,7.18966
74.66,145.225,350000,3.54482e+006,1547.63,273.793,0.0440098,0.648327,2130.13,5059.77,658.39,293340,7.7e+006,1303.98,303.917,0.0440098,0,7850.64,1092.01,250.808,1.73585e-007,0.0504138,0.0375259,1.37805e-007,149.635,-0.000824578,5.03394e-005,0.448099,-0.00422793,2.23188e-005,7.18914
74.68,145.226,350000,3.54485e+006,1547.63,273.793,0.0440098,0.648326,2130.15,5059.75,658.399,293338,7.7e+006,1303.97,303.917,0.0440098,0,7849.98,1092,250.814,1.73561e-007,0.0504082,0.0375258,1.37805e-007,149.635,-0.000824589,5.03396e-005,0.448102,-0.00422787,2.23177e-005,7.18862
74.7,145.228,350000,3.54488e+006,1547.63,273.794,0.0440098,0.648326,2130.16,5059.73,658.408,293336,7.7e+006,1303.97,303.917,0.0440098,0,7849.33,1091.99,250.821,1.73537e-007,0.0504027,0.0375257,1.37806e-007,149.634,-0.0008246,5.03398e-005,0.448106,-0.00422781,2.23167e-005,7.1881
74.72,145.229,350000,3.54491e+006,1547.63,273.794,0.0440098,0.648325,2130.18,5059.72,658.416,293334,7.7e+006,1303.96,303.917,0.0440098,0,7848.67,1091.98,250.828,1.73512e-007,0.0503971,0.0375256,1.37806e-007,149.634,-0.000824611,5.034e-005,0.448109,-0.00422775,2.23156e-005,7.18758
74.74,145.231,350000,3.54494e+006,1547.63,273.794,0.0440098,0.648324,2130.19,5059.7,658.425,293332,7.7e+006,1303.95,303.916,0.0440098,0,7848.02,1091.96,250.835,1.73488e-007,0.0503915,0.0375255,1.37806e-007,149.634,-0.000824622,5.03402e-005,0.448113,-0.0042277,2.23146e-005,7.18706
74.76,145.232,350000,3.54497e+006,1547.63,273.794,0.0440098,0.648324,2130.21,5059.68,658.434,293330,7.7e+006,1303.95,303.916,0.0440098,0,7847.37,1091.95,250.842,1.73464e-007,0.050386,0.0375254,1.37806e-007,149.634,-0.000824633,5.03404e-005,0.448116,-0.00422764,2.23135e-005,7.18654
74.78,145.234,350000,3.545e+006,1547.63,273.795,0.0440098,0.648323,2130.22,5059.67,658.442,293328,7.7e+006,1303.94,303.916,0.0440098,0,7846.71,1091.94,250.849,1.73439e-007,0.0503804,0.0375253,1.37806e-007,149.633,-0.000824644,5.03405e-005,0.44812,-0.00422758,2.23125e-005,7.18603
74.8,145.235,350000,3.54503e+006,1547.63,273.795,0.0440098,0.648322,2130.23,5059.65,658.451,293326,7.7e+006,1303.93,303.915,0.0440098,0,7846.06,1091.93,250.855,1.73415e-007,0.0503748,0.0375252,1.37806e-007,149.633,-0.000824655,5.03407e-005,0.448123,-0.00422752,2.23115e-005,7.18551
74.82,145.237,350000,3.54506e+006,1547.62,273.795,0.0440098,0.648322,2130.25,5059.63,658.46,293324,7.7e+006,1303.92,303.915,0.0440098,0,7845.41,1091.92,250.862,1.73391e-007,0.0503693,0.0375251,1.37807e-007,149.633,-0.000824666,5.03409e-005,0.448127,-0.00422746,2.23104e-005,7.18499
74.84,145.238,350000,3.54509e+006,1547.62,273.796,0.0440098,0.648321,2130.26,5059.61,658.468,293322,7.7e+006,1303.92,303.915,0.0440098,0,7844.75,1091.9,250.869,1.73367e-007,0.0503637,0.037525,1.37807e-007,149.633,-0.000824676,5.03411e-005,0.44813,-0.0042274,2.23094e-005,7.18447
74.86,145.24,350000,3.54512e+006,1547.62,273.796,0.0440098,0.64832,2130.28,5059.6,658.477,293320,7.7e+006,1303.91,303.915,0.0440098,0,7844.1,1091.89,250.876,1.73342e-007,0.0503582,0.0375249,1.37807e-007,149.632,-0.000824687,5.03413e-005,0.448134,-0.00422734,2.23083e-005,7.18395
74.88,145.241,350000,3.54515e+006,1547.62,273.796,0.0440098,0.64832,2130.29,5059.58,658.486,293318,7.7e+006,1303.9,303.914,0.0440098,0,7843.45,1091.88,250.883,1.73318e-007,0.0503526,0.0375248,1.37807e-007,149.632,-0.000824698,5.03414e-005,0.448138,-0.00422728,2.23073e-005,7.18343
74.9,145.243,350000,3.54518e+006,1547.62,273.797,0.0440098,0.648319,2130.3,5059.56,658.494,293316,7.7e+006,1303.9,303.914,0.0440098,0,7842.8,1091.87,250.89,1.73294e-007,0.0503471,0.0375247,1.37807e-007,149.632,-0.000824709,5.03416e-005,0.448141,-0.00422722,2.23063e-005,7.18292
74.92,145.244,350000,3.54521e+006,1547.62,273.797,0.0440098,0.648318,2130.32,5059.55,658.503,293314,7.7e+006,1303.89,303.914,0.0440098,0,7842.15,1091.86,250.896,1.7327e-007,0.0503415,0.0375246,1.37807e-007,149.631,-0.00082472,5.03418e-005,0.448145,-0.00422716,2.23052e-005,7.1824
74.94,145.246,350000,3.54524e+006,1547.62,273.797,0.0440098,0.648318,2130.33,5059.53,658.511,293312,7.7e+006,1303.88,303.914,0.0440098,0,7841.49,1091.84,250.903,1.73246e-007,0.050336,0.0375245,1.37808e-007,149.631,-0.000824731,5.0342e-005,0.448148,-0.0042271,2.23042e-005,7.18188
74.96,145.247,350000,3.54527e+006,1547.62,273.798,0.0440098,0.648317,2130.35,5059.51,658.52,293310,7.7e+006,1303.88,303.913,0.0440098,0,7840.84,1091.83,250.91,1.73222e-007,0.0503304,0.0375244,1.37808e-007,149.631,-0.000824742,5.03422e-005,0.448152,-0.00422704,2.23032e-005,7.18136
74.98,145.249,350000,3.5453e+006,1547.62,273.798,0.0440098,0.648316,2130.36,5059.49,658.529,293308,7.7e+006,1303.87,303.913,0.0440098,0,7840.19,1091.82,250.917,1.73197e-007,0.0503249,0.0375243,1.37808e-007,149.631,-0.000824753,5.03424e-005,0.448155,-0.00422699,2.23021e-005,7.18085
75,145.25,350000,3.54533e+006,1547.62,273.798,0.0440098,0.648316,2130.38,5059.48,658.537,293306,7.7e+006,1303.86,303.913,0.0440098,0,7839.54,1091.81,250.924,1.73173e-007,0.0503194,0.0375242,1.37808e-007,149.63,-0.000824764,5.03425e-005,0.448159,-0.00422693,2.23011e-005,7.18033
75.02,145.252,350000,3.54536e+006,1547.62,273.799,0.0440098,0.648315,2130.39,5059.46,658.546,293304,7.7e+006,1303.86,303.913,0.0440098,0,7838.89,1091.8,250.93,1.73149e-007,0.0503138,0.0375241,1.37808e-007,149.63,-0.000824775,5.03427e-005,0.448162,-0.00422687,2.23001e-005,7.17981
